time,station,part,family,type,activity
14400,PalletSource,PAL_000001,PAL,PAL,EXIT
14400,PalletSource,PAL_000002,PAL,PAL,ENTER
17908,PizzaSource,PZ_1000_1,PZ,PZ_1000,EXIT
17908,PizzaSource,PZ_1000_2,PZ,PZ_1000,ENTER
48946,PalletStation,PAL_000001,PAL,PAL,ENTER
57867,PizzaSource,PZ_1000_2,PZ,PZ_1000,EXIT
57867,PizzaSource,PZ_1000_3,PZ,PZ_1000,ENTER
84170,NewBoxWarehouse,BOX_000001,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000002,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000003,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000004,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000005,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000006,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000007,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000008,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000009,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000010,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000011,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000012,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000013,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000014,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000015,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000016,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000017,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000018,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000019,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000020,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000021,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000022,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000023,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000024,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000025,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000026,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000027,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000028,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000029,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000030,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000031,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000032,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000033,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000034,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000035,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000036,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000037,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000038,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000039,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000040,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000041,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000042,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000043,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000044,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000045,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000046,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000047,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000048,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000049,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000050,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000051,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000052,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000053,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000054,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000055,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000056,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000057,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000058,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000059,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000060,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000061,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000062,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000063,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000064,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000065,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000066,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000067,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000068,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000069,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000070,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000071,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000072,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000073,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000074,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000075,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000076,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000077,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000078,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000079,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000080,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000081,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000082,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000083,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000084,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000085,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000086,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000087,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000088,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000089,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000090,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000091,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000092,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000093,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000094,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000095,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000096,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000097,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000098,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000099,BOX,BOX,ENTER
84170,NewBoxWarehouse,BOX_000100,BOX,BOX,ENTER
97780,PizzaSource,PZ_1000_3,PZ,PZ_1000,EXIT
97780,PizzaSource,PZ_1000_4,PZ,PZ_1000,ENTER
137674,PizzaSource,PZ_1000_4,PZ,PZ_1000,EXIT
137674,PizzaSource,PZ_1000_5,PZ,PZ_1000,ENTER
177689,PizzaSource,PZ_1000_5,PZ,PZ_1000,EXIT
177689,PizzaSource,PZ_1000_6,PZ,PZ_1000,ENTER
217838,PizzaSource,PZ_1000_6,PZ,PZ_1000,EXIT
217838,PizzaSource,PZ_1000_7,PZ,PZ_1000,ENTER
257713,PizzaSource,PZ_1000_7,PZ,PZ_1000,EXIT
257713,PizzaSource,PZ_1000_8,PZ,PZ_1000,ENTER
297734,PizzaSource,PZ_1000_8,PZ,PZ_1000,EXIT
297734,PizzaSource,PZ_1000_9,PZ,PZ_1000,ENTER
317627,Oven,PZ_1000_1,PZ,PZ_1000,ENTER
337898,PizzaSource,PZ_1000_9,PZ,PZ_1000,EXIT
337898,PizzaSource,PZ_1000_10,PZ,PZ_1000,ENTER
357586,Oven,PZ_1000_2,PZ,PZ_1000,ENTER
377754,PizzaSource,PZ_1000_10,PZ,PZ_1000,EXIT
377754,PizzaSource,PZ_1000_11,PZ,PZ_1000,ENTER
397498,Oven,PZ_1000_3,PZ,PZ_1000,ENTER
417777,PizzaSource,PZ_1000_11,PZ,PZ_1000,EXIT
417777,PizzaSource,PZ_1000_12,PZ,PZ_1000,ENTER
437392,Oven,PZ_1000_4,PZ,PZ_1000,ENTER
457780,PizzaSource,PZ_1000_12,PZ,PZ_1000,EXIT
457780,PizzaSource,PZ_1000_13,PZ,PZ_1000,ENTER
477407,Oven,PZ_1000_5,PZ,PZ_1000,ENTER
497807,PizzaSource,PZ_1000_13,PZ,PZ_1000,EXIT
497807,PizzaSource,PZ_1000_14,PZ,PZ_1000,ENTER
517556,Oven,PZ_1000_6,PZ,PZ_1000,ENTER
537844,PizzaSource,PZ_1000_14,PZ,PZ_1000,EXIT
537844,PizzaSource,PZ_1000_15,PZ,PZ_1000,ENTER
557431,Oven,PZ_1000_7,PZ,PZ_1000,ENTER
559279,Oven,PZ_1000_1,PZ,PZ_1000,EXIT
577635,PizzaSource,PZ_1000_15,PZ,PZ_1000,EXIT
577635,PizzaSource,PZ_1000_16,PZ,PZ_1000,ENTER
597452,Oven,PZ_1000_8,PZ,PZ_1000,ENTER
599238,Oven,PZ_1000_2,PZ,PZ_1000,EXIT
617500,PizzaSource,PZ_1000_16,PZ,PZ_1000,EXIT
617500,PizzaSource,PZ_1000_17,PZ,PZ_1000,ENTER
637617,Oven,PZ_1000_9,PZ,PZ_1000,ENTER
639151,Oven,PZ_1000_3,PZ,PZ_1000,EXIT
657581,PizzaSource,PZ_1000_17,PZ,PZ_1000,EXIT
657581,PizzaSource,PZ_1000_18,PZ,PZ_1000,ENTER
677472,Oven,PZ_1000_10,PZ,PZ_1000,ENTER
679045,Oven,PZ_1000_4,PZ,PZ_1000,EXIT
697650,PizzaSource,PZ_1000_18,PZ,PZ_1000,EXIT
697650,PizzaSource,PZ_1000_19,PZ,PZ_1000,ENTER
714319,Freezer,PZ_1000_1,PZ,PZ_1000,ENTER
717495,Oven,PZ_1000_11,PZ,PZ_1000,ENTER
719060,Oven,PZ_1000_5,PZ,PZ_1000,EXIT
737748,PizzaSource,PZ_1000_19,PZ,PZ_1000,EXIT
737748,PizzaSource,PZ_1000_20,PZ,PZ_1000,ENTER
754278,Freezer,PZ_1000_2,PZ,PZ_1000,ENTER
757498,Oven,PZ_1000_12,PZ,PZ_1000,ENTER
759209,Oven,PZ_1000_6,PZ,PZ_1000,EXIT
777686,PizzaSource,PZ_1000_20,PZ,PZ_1000,EXIT
777686,PizzaSource,PZ_1000_21,PZ,PZ_1000,ENTER
794190,Freezer,PZ_1000_3,PZ,PZ_1000,ENTER
797525,Oven,PZ_1000_13,PZ,PZ_1000,ENTER
799084,Oven,PZ_1000_7,PZ,PZ_1000,EXIT
817676,PizzaSource,PZ_1000_21,PZ,PZ_1000,EXIT
817676,PizzaSource,PZ_1000_22,PZ,PZ_1000,ENTER
834084,Freezer,PZ_1000_4,PZ,PZ_1000,ENTER
837563,Oven,PZ_1000_14,PZ,PZ_1000,ENTER
839105,Oven,PZ_1000_8,PZ,PZ_1000,EXIT
857728,PizzaSource,PZ_1000_22,PZ,PZ_1000,EXIT
857728,PizzaSource,PZ_1000_23,PZ,PZ_1000,ENTER
874099,Freezer,PZ_1000_5,PZ,PZ_1000,ENTER
877353,Oven,PZ_1000_15,PZ,PZ_1000,ENTER
879269,Oven,PZ_1000_9,PZ,PZ_1000,EXIT
897639,PizzaSource,PZ_1000_23,PZ,PZ_1000,EXIT
897639,PizzaSource,PZ_1000_24,PZ,PZ_1000,ENTER
914248,Freezer,PZ_1000_6,PZ,PZ_1000,ENTER
917218,Oven,PZ_1000_16,PZ,PZ_1000,ENTER
919125,Oven,PZ_1000_10,PZ,PZ_1000,EXIT
937751,PizzaSource,PZ_1000_24,PZ,PZ_1000,EXIT
937751,PizzaSource,PZ_1000_25,PZ,PZ_1000,ENTER
954123,Freezer,PZ_1000_7,PZ,PZ_1000,ENTER
957299,Oven,PZ_1000_17,PZ,PZ_1000,ENTER
959148,Oven,PZ_1000_11,PZ,PZ_1000,EXIT
977663,PizzaSource,PZ_1000_25,PZ,PZ_1000,EXIT
977663,PizzaSource,PZ_1000_26,PZ,PZ_1000,ENTER
994144,Freezer,PZ_1000_8,PZ,PZ_1000,ENTER
997368,Oven,PZ_1000_18,PZ,PZ_1000,ENTER
999151,Oven,PZ_1000_12,PZ,PZ_1000,EXIT
1017746,PizzaSource,PZ_1000_26,PZ,PZ_1000,EXIT
1017746,PizzaSource,PZ_1000_27,PZ,PZ_1000,ENTER
1034309,Freezer,PZ_1000_9,PZ,PZ_1000,ENTER
1037466,Oven,PZ_1000_19,PZ,PZ_1000,ENTER
1039178,Oven,PZ_1000_13,PZ,PZ_1000,EXIT
1057544,PizzaSource,PZ_1000_27,PZ,PZ_1000,EXIT
1057544,PizzaSource,PZ_1000_28,PZ,PZ_1000,ENTER
1074164,Freezer,PZ_1000_10,PZ,PZ_1000,ENTER
1077404,Oven,PZ_1000_20,PZ,PZ_1000,ENTER
1079215,Oven,PZ_1000_14,PZ,PZ_1000,EXIT
1097708,PizzaSource,PZ_1000_28,PZ,PZ_1000,EXIT
1097708,PizzaSource,PZ_1000_29,PZ,PZ_1000,ENTER
1103252,DefectPizzaSink,PZ_1000_13,PZ,PZ_1000,ENTER
1103252,DefectPizzaSink,PZ_1000_13,PZ,PZ_1000,EXIT
1114187,Freezer,PZ_1000_11,PZ,PZ_1000,ENTER
1117394,Oven,PZ_1000_21,PZ,PZ_1000,ENTER
1119006,Oven,PZ_1000_15,PZ,PZ_1000,EXIT
1137671,PizzaSource,PZ_1000_29,PZ,PZ_1000,EXIT
1137671,PizzaSource,PZ_1000_30,PZ,PZ_1000,ENTER
1154190,Freezer,PZ_1000_12,PZ,PZ_1000,ENTER
1157446,Oven,PZ_1000_22,PZ,PZ_1000,ENTER
1158871,Oven,PZ_1000_16,PZ,PZ_1000,EXIT
1177531,PizzaSource,PZ_1000_30,PZ,PZ_1000,EXIT
1177531,PizzaSource,PZ_1000_31,PZ,PZ_1000,ENTER
1197358,Oven,PZ_1000_23,PZ,PZ_1000,ENTER
1198952,Oven,PZ_1000_17,PZ,PZ_1000,EXIT
1217574,PizzaSource,PZ_1000_31,PZ,PZ_1000,EXIT
1217574,PizzaSource,PZ_1000_32,PZ,PZ_1000,ENTER
1234255,Freezer,PZ_1000_14,PZ,PZ_1000,ENTER
1237469,Oven,PZ_1000_24,PZ,PZ_1000,ENTER
1239021,Oven,PZ_1000_18,PZ,PZ_1000,EXIT
1257760,PizzaSource,PZ_1000_32,PZ,PZ_1000,EXIT
1257760,PizzaSource,PZ_1000_33,PZ,PZ_1000,ENTER
1274045,Freezer,PZ_1000_15,PZ,PZ_1000,ENTER
1277381,Oven,PZ_1000_25,PZ,PZ_1000,ENTER
1279119,Oven,PZ_1000_19,PZ,PZ_1000,EXIT
1297886,PizzaSource,PZ_1000_33,PZ,PZ_1000,EXIT
1297886,PizzaSource,PZ_1000_34,PZ,PZ_1000,ENTER
1313910,Freezer,PZ_1000_16,PZ,PZ_1000,ENTER
1317464,Oven,PZ_1000_26,PZ,PZ_1000,ENTER
1319057,Oven,PZ_1000_20,PZ,PZ_1000,EXIT
1337595,PizzaSource,PZ_1000_34,PZ,PZ_1000,EXIT
1337595,PizzaSource,PZ_1000_35,PZ,PZ_1000,ENTER
1353991,Freezer,PZ_1000_17,PZ,PZ_1000,ENTER
1357262,Oven,PZ_1000_27,PZ,PZ_1000,ENTER
1359047,Oven,PZ_1000_21,PZ,PZ_1000,EXIT
1377851,PizzaSource,PZ_1000_35,PZ,PZ_1000,EXIT
1377851,PizzaSource,PZ_1000_36,PZ,PZ_1000,ENTER
1394060,Freezer,PZ_1000_18,PZ,PZ_1000,ENTER
1397426,Oven,PZ_1000_28,PZ,PZ_1000,ENTER
1399099,Oven,PZ_1000_22,PZ,PZ_1000,EXIT
1417685,PizzaSource,PZ_1000_36,PZ,PZ_1000,EXIT
1417685,PizzaSource,PZ_1000_37,PZ,PZ_1000,ENTER
1434158,Freezer,PZ_1000_19,PZ,PZ_1000,ENTER
1437389,Oven,PZ_1000_29,PZ,PZ_1000,ENTER
1439010,Oven,PZ_1000_23,PZ,PZ_1000,EXIT
1457621,PizzaSource,PZ_1000_37,PZ,PZ_1000,EXIT
1457621,PizzaSource,PZ_1000_38,PZ,PZ_1000,ENTER
1474096,Freezer,PZ_1000_20,PZ,PZ_1000,ENTER
1477249,Oven,PZ_1000_30,PZ,PZ_1000,ENTER
1479122,Oven,PZ_1000_24,PZ,PZ_1000,EXIT
1497534,PizzaSource,PZ_1000_38,PZ,PZ_1000,EXIT
1497534,PizzaSource,PZ_1000_39,PZ,PZ_1000,ENTER
1514086,Freezer,PZ_1000_21,PZ,PZ_1000,ENTER
1517292,Oven,PZ_1000_31,PZ,PZ_1000,ENTER
1519034,Oven,PZ_1000_25,PZ,PZ_1000,EXIT
1537714,PizzaSource,PZ_1000_39,PZ,PZ_1000,EXIT
1537714,PizzaSource,PZ_1000_40,PZ,PZ_1000,ENTER
1554138,Freezer,PZ_1000_22,PZ,PZ_1000,ENTER
1557478,Oven,PZ_1000_32,PZ,PZ_1000,ENTER
1559117,Oven,PZ_1000_26,PZ,PZ_1000,EXIT
1577583,PizzaSource,PZ_1000_40,PZ,PZ_1000,EXIT
1577583,PizzaSource,PZ_1000_41,PZ,PZ_1000,ENTER
1594050,Freezer,PZ_1000_23,PZ,PZ_1000,ENTER
1597604,Oven,PZ_1000_33,PZ,PZ_1000,ENTER
1598915,Oven,PZ_1000_27,PZ,PZ_1000,EXIT
1617597,PizzaSource,PZ_1000_41,PZ,PZ_1000,EXIT
1617597,PizzaSource,PZ_1000_42,PZ,PZ_1000,ENTER
1634161,Freezer,PZ_1000_24,PZ,PZ_1000,ENTER
1637313,Oven,PZ_1000_34,PZ,PZ_1000,ENTER
1639079,Oven,PZ_1000_28,PZ,PZ_1000,EXIT
1657764,PizzaSource,PZ_1000_42,PZ,PZ_1000,EXIT
1657764,PizzaSource,PZ_1000_43,PZ,PZ_1000,ENTER
1674073,Freezer,PZ_1000_25,PZ,PZ_1000,ENTER
1677569,Oven,PZ_1000_35,PZ,PZ_1000,ENTER
1679042,Oven,PZ_1000_29,PZ,PZ_1000,EXIT
1697588,PizzaSource,PZ_1000_43,PZ,PZ_1000,EXIT
1697588,PizzaSource,PZ_1000_44,PZ,PZ_1000,ENTER
1714156,Freezer,PZ_1000_26,PZ,PZ_1000,ENTER
1717403,Oven,PZ_1000_36,PZ,PZ_1000,ENTER
1718902,Oven,PZ_1000_30,PZ,PZ_1000,EXIT
1737732,PizzaSource,PZ_1000_44,PZ,PZ_1000,EXIT
1737732,PizzaSource,PZ_1000_45,PZ,PZ_1000,ENTER
1753954,Freezer,PZ_1000_27,PZ,PZ_1000,ENTER
1757340,Oven,PZ_1000_37,PZ,PZ_1000,ENTER
1758945,Oven,PZ_1000_31,PZ,PZ_1000,EXIT
1777603,PizzaSource,PZ_1000_45,PZ,PZ_1000,EXIT
1777603,PizzaSource,PZ_1000_46,PZ,PZ_1000,ENTER
1794118,Freezer,PZ_1000_28,PZ,PZ_1000,ENTER
1797252,Oven,PZ_1000_38,PZ,PZ_1000,ENTER
1799131,Oven,PZ_1000_32,PZ,PZ_1000,EXIT
1817845,PizzaSource,PZ_1000_46,PZ,PZ_1000,EXIT
1817845,PizzaSource,PZ_1000_47,PZ,PZ_1000,ENTER
1834081,Freezer,PZ_1000_29,PZ,PZ_1000,ENTER
1837432,Oven,PZ_1000_39,PZ,PZ_1000,ENTER
1839257,Oven,PZ_1000_33,PZ,PZ_1000,EXIT
1857839,PizzaSource,PZ_1000_47,PZ,PZ_1000,EXIT
1857839,PizzaSource,PZ_1000_48,PZ,PZ_1000,ENTER
1873941,Freezer,PZ_1000_30,PZ,PZ_1000,ENTER
1877302,Oven,PZ_1000_40,PZ,PZ_1000,ENTER
1878966,Oven,PZ_1000_34,PZ,PZ_1000,EXIT
1897672,PizzaSource,PZ_1000_48,PZ,PZ_1000,EXIT
1897672,PizzaSource,PZ_1000_49,PZ,PZ_1000,ENTER
1913984,Freezer,PZ_1000_31,PZ,PZ_1000,ENTER
1917315,Oven,PZ_1000_41,PZ,PZ_1000,ENTER
1919222,Oven,PZ_1000_35,PZ,PZ_1000,EXIT
1937588,PizzaSource,PZ_1000_49,PZ,PZ_1000,EXIT
1937588,PizzaSource,PZ_1000_50,PZ,PZ_1000,ENTER
1954170,Freezer,PZ_1000_32,PZ,PZ_1000,ENTER
1957482,Oven,PZ_1000_42,PZ,PZ_1000,ENTER
1959056,Oven,PZ_1000_36,PZ,PZ_1000,EXIT
1977728,PizzaSource,PZ_1000_50,PZ,PZ_1000,EXIT
1977728,PizzaSource,PZ_1000_51,PZ,PZ_1000,ENTER
1994296,Freezer,PZ_1000_33,PZ,PZ_1000,ENTER
1997306,Oven,PZ_1000_43,PZ,PZ_1000,ENTER
1998992,Oven,PZ_1000_37,PZ,PZ_1000,EXIT
2017620,PizzaSource,PZ_1000_51,PZ,PZ_1000,EXIT
2017620,PizzaSource,PZ_1000_52,PZ,PZ_1000,ENTER
2034005,Freezer,PZ_1000_34,PZ,PZ_1000,ENTER
2037450,Oven,PZ_1000_44,PZ,PZ_1000,ENTER
2038905,Oven,PZ_1000_38,PZ,PZ_1000,EXIT
2057857,PizzaSource,PZ_1000_52,PZ,PZ_1000,EXIT
2057857,PizzaSource,PZ_1000_53,PZ,PZ_1000,ENTER
2074261,Freezer,PZ_1000_35,PZ,PZ_1000,ENTER
2077322,Oven,PZ_1000_45,PZ,PZ_1000,ENTER
2079085,Oven,PZ_1000_39,PZ,PZ_1000,EXIT
2097563,PizzaSource,PZ_1000_53,PZ,PZ_1000,EXIT
2097563,PizzaSource,PZ_1000_54,PZ,PZ_1000,ENTER
2114095,Freezer,PZ_1000_36,PZ,PZ_1000,ENTER
2117564,Oven,PZ_1000_46,PZ,PZ_1000,ENTER
2118954,Oven,PZ_1000_40,PZ,PZ_1000,EXIT
2137545,PizzaSource,PZ_1000_54,PZ,PZ_1000,EXIT
2137545,PizzaSource,PZ_1000_55,PZ,PZ_1000,ENTER
2154032,Freezer,PZ_1000_37,PZ,PZ_1000,ENTER
2157557,Oven,PZ_1000_47,PZ,PZ_1000,ENTER
2158968,Oven,PZ_1000_41,PZ,PZ_1000,EXIT
2177746,PizzaSource,PZ_1000_55,PZ,PZ_1000,EXIT
2177746,PizzaSource,PZ_1000_56,PZ,PZ_1000,ENTER
2193944,Freezer,PZ_1000_38,PZ,PZ_1000,ENTER
2197390,Oven,PZ_1000_48,PZ,PZ_1000,ENTER
2199135,Oven,PZ_1000_42,PZ,PZ_1000,EXIT
2217791,PizzaSource,PZ_1000_56,PZ,PZ_1000,EXIT
2217791,PizzaSource,PZ_1000_57,PZ,PZ_1000,ENTER
2234124,Freezer,PZ_1000_39,PZ,PZ_1000,ENTER
2237306,Oven,PZ_1000_49,PZ,PZ_1000,ENTER
2238959,Oven,PZ_1000_43,PZ,PZ_1000,EXIT
2257736,PizzaSource,PZ_1000_57,PZ,PZ_1000,EXIT
2257736,PizzaSource,PZ_1000_58,PZ,PZ_1000,ENTER
2273994,Freezer,PZ_1000_40,PZ,PZ_1000,ENTER
2277447,Oven,PZ_1000_50,PZ,PZ_1000,ENTER
2279103,Oven,PZ_1000_44,PZ,PZ_1000,EXIT
2297605,PizzaSource,PZ_1000_58,PZ,PZ_1000,EXIT
2297605,PizzaSource,PZ_1000_59,PZ,PZ_1000,ENTER
2314007,Freezer,PZ_1000_41,PZ,PZ_1000,ENTER
2317338,Oven,PZ_1000_51,PZ,PZ_1000,ENTER
2318974,Oven,PZ_1000_45,PZ,PZ_1000,EXIT
2337667,PizzaSource,PZ_1000_59,PZ,PZ_1000,EXIT
2337667,PizzaSource,PZ_1000_60,PZ,PZ_1000,ENTER
2354174,Freezer,PZ_1000_42,PZ,PZ_1000,ENTER
2357576,Oven,PZ_1000_52,PZ,PZ_1000,ENTER
2359216,Oven,PZ_1000_46,PZ,PZ_1000,EXIT
2377645,PizzaSource,PZ_1000_60,PZ,PZ_1000,EXIT
2377645,PizzaSource,PZ_1000_61,PZ,PZ_1000,ENTER
2387039,Freezer,PZ_1000_1,PZ,PZ_1000,EXIT
2393998,Freezer,PZ_1000_43,PZ,PZ_1000,ENTER
2397282,Oven,PZ_1000_53,PZ,PZ_1000,ENTER
2399210,Oven,PZ_1000_47,PZ,PZ_1000,EXIT
2417772,PizzaSource,PZ_1000_61,PZ,PZ_1000,EXIT
2417772,PizzaSource,PZ_1000_62,PZ,PZ_1000,ENTER
2426998,Freezer,PZ_1000_2,PZ,PZ_1000,EXIT
2434142,Freezer,PZ_1000_44,PZ,PZ_1000,ENTER
2437263,Oven,PZ_1000_54,PZ,PZ_1000,ENTER
2439043,Oven,PZ_1000_48,PZ,PZ_1000,EXIT
2457610,PizzaSource,PZ_1000_62,PZ,PZ_1000,EXIT
2457610,PizzaSource,PZ_1000_63,PZ,PZ_1000,ENTER
2466910,Freezer,PZ_1000_3,PZ,PZ_1000,EXIT
2474014,Freezer,PZ_1000_45,PZ,PZ_1000,ENTER
2477464,Oven,PZ_1000_55,PZ,PZ_1000,ENTER
2478959,Oven,PZ_1000_49,PZ,PZ_1000,EXIT
2497761,PizzaSource,PZ_1000_63,PZ,PZ_1000,EXIT
2497761,PizzaSource,PZ_1000_64,PZ,PZ_1000,ENTER
2506804,Freezer,PZ_1000_4,PZ,PZ_1000,EXIT
2514256,Freezer,PZ_1000_46,PZ,PZ_1000,ENTER
2517509,Oven,PZ_1000_56,PZ,PZ_1000,ENTER
2519099,Oven,PZ_1000_50,PZ,PZ_1000,EXIT
2537698,PizzaSource,PZ_1000_64,PZ,PZ_1000,EXIT
2537698,PizzaSource,PZ_1000_65,PZ,PZ_1000,ENTER
2546819,Freezer,PZ_1000_5,PZ,PZ_1000,EXIT
2554249,Freezer,PZ_1000_47,PZ,PZ_1000,ENTER
2557455,Oven,PZ_1000_57,PZ,PZ_1000,ENTER
2558991,Oven,PZ_1000_51,PZ,PZ_1000,EXIT
2577658,PizzaSource,PZ_1000_65,PZ,PZ_1000,EXIT
2577658,PizzaSource,PZ_1000_66,PZ,PZ_1000,ENTER
2586968,Freezer,PZ_1000_6,PZ,PZ_1000,EXIT
2594082,Freezer,PZ_1000_48,PZ,PZ_1000,ENTER
2597323,Oven,PZ_1000_58,PZ,PZ_1000,ENTER
2599228,Oven,PZ_1000_52,PZ,PZ_1000,EXIT
2617638,PackStation,PZ_1000_1,PZ,PZ_1000,ENTER
2617721,PizzaSource,PZ_1000_66,PZ,PZ_1000,EXIT
2617721,PizzaSource,PZ_1000_67,PZ,PZ_1000,ENTER
2626843,Freezer,PZ_1000_7,PZ,PZ_1000,EXIT
2633998,Freezer,PZ_1000_49,PZ,PZ_1000,ENTER
2637385,Oven,PZ_1000_59,PZ,PZ_1000,ENTER
2638934,Oven,PZ_1000_53,PZ,PZ_1000,EXIT
2657597,PackStation,PZ_1000_2,PZ,PZ_1000,ENTER
2657627,PizzaSource,PZ_1000_67,PZ,PZ_1000,EXIT
2657627,PizzaSource,PZ_1000_68,PZ,PZ_1000,ENTER
2663231,DefectPizzaSink,PZ_1000_52,PZ,PZ_1000,ENTER
