time,unit,station,part,family,type,activity
18424630,ms,DefectPizzaSink,PZ_1010_7615,PZ,PZ_1010,ENTER
18424630,ms,DefectPizzaSink,PZ_1010_7615,PZ,PZ_1010,EXIT
18424640,ms,Freezer,PZ_1010_7624,PZ,PZ_1010,ENTER
18424660,ms,Oven,PZ_1010_7638,PZ,PZ_1010,EXIT
18424780,ms,DefectPizzaSink,PZ_1010_7616,PZ,PZ_1010,ENTER
18424780,ms,DefectPizzaSink,PZ_1010_7616,PZ,PZ_1010,EXIT
18424790,ms,Freezer,PZ_1010_7625,PZ,PZ_1010,ENTER
18424810,ms,Oven,PZ_1010_7639,PZ,PZ_1010,EXIT
18424930,ms,DefectPizzaSink,PZ_1010_7617,PZ,PZ_1010,ENTER
18424930,ms,DefectPizzaSink,PZ_1010_7617,PZ,PZ_1010,EXIT
18424940,ms,Freezer,PZ_1010_7626,PZ,PZ_1010,ENTER
18424960,ms,Oven,PZ_1010_7640,PZ,PZ_1010,EXIT
18425080,ms,DefectPizzaSink,PZ_1010_7618,PZ,PZ_1010,ENTER
18425080,ms,DefectPizzaSink,PZ_1010_7618,PZ,PZ_1010,EXIT
18425090,ms,Freezer,PZ_1010_7627,PZ,PZ_1010,ENTER
18425160,ms,Oven,PZ_1010_7641,PZ,PZ_1010,EXIT
18425230,ms,DefectPizzaSink,PZ_1010_7619,PZ,PZ_1010,ENTER
18425230,ms,DefectPizzaSink,PZ_1010_7619,PZ,PZ_1010,EXIT
18425240,ms,Freezer,PZ_1010_7628,PZ,PZ_1010,ENTER
18425250,ms,Freezer,PZ_1010_7583,PZ,PZ_1010,EXIT
18425370,ms,DefectPizzaSink,PZ_1010_7620,PZ,PZ_1010,ENTER
18425370,ms,DefectPizzaSink,PZ_1010_7620,PZ,PZ_1010,EXIT
18425390,ms,Freezer,PZ_1010_7629,PZ,PZ_1010,ENTER
18425390,ms,PackStation,PZ_1010_7582,PZ,PZ_1010,ENTER
18425540,ms,Freezer,PZ_1010_7630,PZ,PZ_1010,ENTER
18425680,ms,Freezer,PZ_1010_7631,PZ,PZ_1010,ENTER
18425840,ms,Freezer,PZ_1010_7632,PZ,PZ_1010,ENTER
18425980,ms,Freezer,PZ_1010_7633,PZ,PZ_1010,ENTER
18426140,ms,Freezer,PZ_1010_7634,PZ,PZ_1010,ENTER
18426290,ms,Freezer,PZ_1010_7635,PZ,PZ_1010,ENTER
18426440,ms,Freezer,PZ_1010_7636,PZ,PZ_1010,ENTER
18426470,ms,DefectPizzaSink,PZ_1010_7621,PZ,PZ_1010,ENTER
18426470,ms,DefectPizzaSink,PZ_1010_7621,PZ,PZ_1010,EXIT
18426490,ms,PizzaSource,PZ_1010_7644,PZ,PZ_1010,EXIT
18426490,ms,PizzaSource,PZ_1010_7645,PZ,PZ_1010,ENTER
18426590,ms,Freezer,PZ_1010_7637,PZ,PZ_1010,ENTER
18426740,ms,Freezer,PZ_1010_7638,PZ,PZ_1010,ENTER
18426880,ms,Freezer,PZ_1010_7639,PZ,PZ_1010,ENTER
18426960,ms,Oven,PZ_1010_7642,PZ,PZ_1010,EXIT
18426980,ms,Oven,PZ_1010_7643,PZ,PZ_1010,ENTER
18427030,ms,Freezer,PZ_1010_7640,PZ,PZ_1010,ENTER
18427240,ms,Freezer,PZ_1010_7641,PZ,PZ_1010,ENTER
18427800,ms,Freezer,PZ_1010_7584,PZ,PZ_1010,EXIT
18427910,ms,PackStation,PZ_1010_7583,PZ,PZ_1010,ENTER
18429000,ms,PizzaSource,PZ_1010_7645,PZ,PZ_1010,EXIT
18429000,ms,PizzaSource,PZ_1010_7646,PZ,PZ_1010,ENTER
18429040,ms,Freezer,PZ_1010_7642,PZ,PZ_1010,ENTER
18429390,ms,Oven,PZ_1010_7643,PZ,PZ_1010,EXIT
18429490,ms,Oven,PZ_1010_7644,PZ,PZ_1010,ENTER
18430260,ms,Freezer,PZ_1010_7586,PZ,PZ_1010,EXIT
18430460,ms,PackStation,PZ_1010_7584,PZ,PZ_1010,ENTER
18431480,ms,Freezer,PZ_1010_7643,PZ,PZ_1010,ENTER
18431560,ms,PizzaSource,PZ_1010_7646,PZ,PZ_1010,EXIT
18431560,ms,PizzaSource,PZ_1010_7647,PZ,PZ_1010,ENTER
18431900,ms,Oven,PZ_1010_7644,PZ,PZ_1010,EXIT
18432000,ms,Oven,PZ_1010_7645,PZ,PZ_1010,ENTER
18432790,ms,Freezer,PZ_1010_7587,PZ,PZ_1010,EXIT
18433990,ms,Freezer,PZ_1010_7644,PZ,PZ_1010,ENTER
18434000,ms,PizzaSource,PZ_1010_7647,PZ,PZ_1010,EXIT
18434000,ms,PizzaSource,PZ_1010_7649,PZ,PZ_1010,ENTER
18434420,ms,Oven,PZ_1010_7645,PZ,PZ_1010,EXIT
18434560,ms,Oven,PZ_1010_7646,PZ,PZ_1010,ENTER
18435230,ms,Freezer,PZ_1010_7588,PZ,PZ_1010,EXIT
18435930,ms,PackStation,PACK_1010_001638,PACK,PACK_1010,EXIT_AP
18436360,ms,Freezer,PZ_1010_7589,PZ,PZ_1010,EXIT
18436480,ms,PizzaSource,PZ_1010_7649,PZ,PZ_1010,EXIT
18436480,ms,PizzaSource,PZ_1010_7650,PZ,PZ_1010,ENTER
18436500,ms,Freezer,PZ_1010_7645,PZ,PZ_1010,ENTER
18436510,ms,Freezer,PZ_1010_7591,PZ,PZ_1010,EXIT
18436660,ms,Freezer,PZ_1010_7592,PZ,PZ_1010,EXIT
18436670,ms,PackStation,PZ_1010_7586,PZ,PZ_1010,ENTER
18436810,ms,Freezer,PZ_1010_7594,PZ,PZ_1010,EXIT
18436870,ms,PackStation,PZ_1010_7587,PZ,PZ_1010,ENTER
18436960,ms,Freezer,PZ_1010_7596,PZ,PZ_1010,EXIT
18436980,ms,Oven,PZ_1010_7646,PZ,PZ_1010,EXIT
18437000,ms,Oven,PZ_1010_7647,PZ,PZ_1010,ENTER
18437110,ms,Freezer,PZ_1010_7598,PZ,PZ_1010,EXIT
18437260,ms,Freezer,PZ_1010_7599,PZ,PZ_1010,EXIT
18437410,ms,Freezer,PZ_1010_7600,PZ,PZ_1010,EXIT
18437560,ms,Freezer,PZ_1010_7601,PZ,PZ_1010,EXIT
18437710,ms,Freezer,PZ_1010_7602,PZ,PZ_1010,EXIT
18437860,ms,Freezer,PZ_1010_7603,PZ,PZ_1010,EXIT
18437890,ms,PackStation,PZ_1010_7588,PZ,PZ_1010,ENTER
18438010,ms,Freezer,PZ_1010_7604,PZ,PZ_1010,EXIT
18438160,ms,Freezer,PZ_1010_7605,PZ,PZ_1010,EXIT
18438310,ms,Freezer,PZ_1010_7606,PZ,PZ_1010,EXIT
18438510,ms,Freezer,PZ_1010_7607,PZ,PZ_1010,EXIT
18439000,ms,PizzaSource,PZ_1010_7650,PZ,PZ_1010,EXIT
18439000,ms,PizzaSource,PZ_1010_7651,PZ,PZ_1010,ENTER
18439060,ms,Freezer,PZ_1010_7646,PZ,PZ_1010,ENTER
18439080,ms,PackStation,PZ_1010_7589,PZ,PZ_1010,ENTER
18439420,ms,Oven,PZ_1010_7647,PZ,PZ_1010,EXIT
18439480,ms,Oven,PZ_1010_7649,PZ,PZ_1010,ENTER
18440250,ms,BoxStation,PACK_1010_001638,PACK,PACK_1010,ENTER
18441500,ms,Freezer,PZ_1010_7647,PZ,PZ_1010,ENTER
18441530,ms,PizzaSource,PZ_1010_7651,PZ,PZ_1010,EXIT
18441530,ms,PizzaSource,PZ_1010_7652,PZ,PZ_1010,ENTER
18441890,ms,Oven,PZ_1010_7649,PZ,PZ_1010,EXIT
18442000,ms,Oven,PZ_1010_7650,PZ,PZ_1010,ENTER
18443980,ms,Freezer,PZ_1010_7649,PZ,PZ_1010,ENTER
18444040,ms,PizzaSource,PZ_1010_7652,PZ,PZ_1010,EXIT
18444040,ms,PizzaSource,PZ_1010_7654,PZ,PZ_1010,ENTER
18444410,ms,Oven,PZ_1010_7650,PZ,PZ_1010,EXIT
18444530,ms,Oven,PZ_1010_7651,PZ,PZ_1010,ENTER
18444910,ms,PackStation,PACK_1010_001639,PACK,PACK_1010,EXIT_AP
18445060,ms,Freezer,PZ_1010_7622,PZ,PZ_1010,EXIT
18445160,ms,Freezer,PZ_1010_7623,PZ,PZ_1010,EXIT
18445310,ms,Freezer,PZ_1010_7624,PZ,PZ_1010,EXIT
18445460,ms,Freezer,PZ_1010_7625,PZ,PZ_1010,EXIT
18445610,ms,Freezer,PZ_1010_7626,PZ,PZ_1010,EXIT
18445650,ms,PackStation,PZ_1010_7591,PZ,PZ_1010,ENTER
18445800,ms,PackStation,PZ_1010_7592,PZ,PZ_1010,ENTER
18445950,ms,PackStation,PZ_1010_7594,PZ,PZ_1010,ENTER
18446150,ms,PackStation,PZ_1010_7596,PZ,PZ_1010,ENTER
18446500,ms,Freezer,PZ_1010_7650,PZ,PZ_1010,ENTER
18446570,ms,PizzaSource,PZ_1010_7654,PZ,PZ_1010,EXIT
18446570,ms,PizzaSource,PZ_1010_7655,PZ,PZ_1010,ENTER
18446950,ms,Oven,PZ_1010_7651,PZ,PZ_1010,EXIT
18447040,ms,Oven,PZ_1010_7652,PZ,PZ_1010,ENTER
18449030,ms,Freezer,PZ_1010_7651,PZ,PZ_1010,ENTER
18449040,ms,PizzaSource,PZ_1010_7655,PZ,PZ_1010,EXIT
18449040,ms,PizzaSource,PZ_1010_7657,PZ,PZ_1010,ENTER
18449230,ms,BoxStation,PACK_1010_001639,PACK,PACK_1010,ENTER
18449460,ms,Oven,PZ_1010_7652,PZ,PZ_1010,EXIT
18449560,ms,Oven,PZ_1010_7654,PZ,PZ_1010,ENTER
18451510,ms,PizzaSource,PZ_1010_7657,PZ,PZ_1010,EXIT
18451510,ms,PizzaSource,PZ_1010_7658,PZ,PZ_1010,ENTER
18451540,ms,Freezer,PZ_1010_7652,PZ,PZ_1010,ENTER
18451540,ms,PackStation,PACK_1010_001640,PACK,PACK_1010,EXIT_AP
18451790,ms,Freezer,PZ_1010_7627,PZ,PZ_1010,EXIT
18451940,ms,Freezer,PZ_1010_7628,PZ,PZ_1010,EXIT
18451980,ms,Oven,PZ_1010_7654,PZ,PZ_1010,EXIT
18452040,ms,Oven,PZ_1010_7655,PZ,PZ_1010,ENTER
18452090,ms,Freezer,PZ_1010_7629,PZ,PZ_1010,EXIT
18452240,ms,Freezer,PZ_1010_7630,PZ,PZ_1010,EXIT
18452280,ms,PackStation,PZ_1010_7598,PZ,PZ_1010,ENTER
18452430,ms,PackStation,PZ_1010_7599,PZ,PZ_1010,ENTER
18452580,ms,PackStation,PZ_1010_7600,PZ,PZ_1010,ENTER
18452780,ms,PackStation,PZ_1010_7601,PZ,PZ_1010,ENTER
18453970,ms,PizzaSource,PZ_1010_7658,PZ,PZ_1010,EXIT
18453970,ms,PizzaSource,PZ_1010_7659,PZ,PZ_1010,ENTER
18454070,ms,Freezer,PZ_1010_7654,PZ,PZ_1010,ENTER
18454450,ms,Oven,PZ_1010_7655,PZ,PZ_1010,EXIT
18454510,ms,Oven,PZ_1010_7657,PZ,PZ_1010,ENTER
18456470,ms,PizzaSource,PZ_1010_7659,PZ,PZ_1010,EXIT
18456470,ms,PizzaSource,PZ_1010_7662,PZ,PZ_1010,ENTER
18456540,ms,Freezer,PZ_1010_7655,PZ,PZ_1010,ENTER
18456920,ms,Oven,PZ_1010_7657,PZ,PZ_1010,EXIT
18456970,ms,Oven,PZ_1010_7658,PZ,PZ_1010,ENTER
18457030,ms,BoxStation,BOX_1010_000534,BOX,BOX_1010,EXIT_AP
18457860,ms,BoxStation,PACK_1010_001640,PACK,PACK_1010,ENTER
18458090,ms,PackStation,PACK_1010_001641,PACK,PACK_1010,EXIT_AP
18458330,ms,Freezer,PZ_1010_7631,PZ,PZ_1010,EXIT
18458480,ms,Freezer,PZ_1010_7632,PZ,PZ_1010,EXIT
18458630,ms,Freezer,PZ_1010_7633,PZ,PZ_1010,EXIT
18458780,ms,Freezer,PZ_1010_7634,PZ,PZ_1010,EXIT
18458820,ms,PackStation,PZ_1010_7602,PZ,PZ_1010,ENTER
18458920,ms,PizzaSource,PZ_1010_7662,PZ,PZ_1010,EXIT
18458920,ms,PizzaSource,PZ_1010_7663,PZ,PZ_1010,ENTER
18458970,ms,PackStation,PZ_1010_7603,PZ,PZ_1010,ENTER
18459010,ms,Freezer,PZ_1010_7657,PZ,PZ_1010,ENTER
18459120,ms,PackStation,PZ_1010_7604,PZ,PZ_1010,ENTER
18459320,ms,PackStation,PZ_1010_7605,PZ,PZ_1010,ENTER
18459390,ms,Oven,PZ_1010_7658,PZ,PZ_1010,EXIT
18459470,ms,Oven,PZ_1010_7659,PZ,PZ_1010,ENTER
18460060,ms,PalletStation,BOX_1010_000534,BOX,BOX_1010,ENTER
18461430,ms,PizzaSource,PZ_1010_7663,PZ,PZ_1010,EXIT
18461430,ms,PizzaSource,PZ_1010_7664,PZ,PZ_1010,ENTER
18461470,ms,Freezer,PZ_1010_7658,PZ,PZ_1010,ENTER
18461880,ms,Oven,PZ_1010_7659,PZ,PZ_1010,EXIT
18461920,ms,Oven,PZ_1010_7662,PZ,PZ_1010,ENTER
18462400,ms,BoxStation,PACK_1010_001641,PACK,PACK_1010,ENTER
18463250,ms,PalletStation,BOX_1010_000534,BOX,BOX_1010,EXIT_AR
18463920,ms,PizzaSource,PZ_1010_7664,PZ,PZ_1010,EXIT
18463920,ms,PizzaSource,PZ_1010_7666,PZ,PZ_1010,ENTER
18463970,ms,Freezer,PZ_1010_7659,PZ,PZ_1010,ENTER
18464340,ms,Oven,PZ_1010_7662,PZ,PZ_1010,EXIT
18464430,ms,Oven,PZ_1010_7663,PZ,PZ_1010,ENTER
18465070,ms,BoxSink,BOX_1010_000534,BOX,BOX_1010,ENTER
18465070,ms,BoxSink,BOX_1010_000534,BOX,BOX_1010,EXIT
18465090,ms,PackStation,PACK_1010_001642,PACK,PACK_1010,EXIT_AP
18465350,ms,Freezer,PZ_1010_7635,PZ,PZ_1010,EXIT
18465500,ms,Freezer,PZ_1010_7636,PZ,PZ_1010,EXIT
18465640,ms,Freezer,PZ_1010_7637,PZ,PZ_1010,EXIT
18465830,ms,PackStation,PZ_1010_7606,PZ,PZ_1010,ENTER
18465980,ms,PackStation,PZ_1010_7607,PZ,PZ_1010,ENTER
18466110,ms,PackStation,PZ_1010_7622,PZ,PZ_1010,ENTER
18466310,ms,PackStation,PZ_1010_7623,PZ,PZ_1010,ENTER
18466420,ms,PizzaSource,PZ_1010_7666,PZ,PZ_1010,EXIT
18466420,ms,PizzaSource,PZ_1010_7667,PZ,PZ_1010,ENTER
18466420,ms,Freezer,PZ_1010_7662,PZ,PZ_1010,ENTER
18466850,ms,Oven,PZ_1010_7663,PZ,PZ_1010,EXIT
18466910,ms,Oven,PZ_1010_7664,PZ,PZ_1010,ENTER
18468900,ms,PizzaSource,PZ_1010_7667,PZ,PZ_1010,EXIT
18468900,ms,PizzaSource,PZ_1010_7668,PZ,PZ_1010,ENTER
18468930,ms,Freezer,PZ_1010_7663,PZ,PZ_1010,ENTER
18469330,ms,Oven,PZ_1010_7664,PZ,PZ_1010,EXIT
18469410,ms,Oven,PZ_1010_7666,PZ,PZ_1010,ENTER
18469410,ms,BoxStation,PACK_1010_001642,PACK,PACK_1010,ENTER
18471350,ms,PizzaSource,PZ_1010_7668,PZ,PZ_1010,EXIT
18471350,ms,PizzaSource,PZ_1010_7670,PZ,PZ_1010,ENTER
18471420,ms,Freezer,PZ_1010_7664,PZ,PZ_1010,ENTER
18471830,ms,Oven,PZ_1010_7666,PZ,PZ_1010,EXIT
18471900,ms,Oven,PZ_1010_7667,PZ,PZ_1010,ENTER
18472040,ms,PackStation,PACK_1010_001643,PACK,PACK_1010,EXIT_AP
18472210,ms,Freezer,PZ_1010_7638,PZ,PZ_1010,EXIT
18472360,ms,Freezer,PZ_1010_7639,PZ,PZ_1010,EXIT
18472510,ms,Freezer,PZ_1010_7640,PZ,PZ_1010,EXIT
18472660,ms,Freezer,PZ_1010_7641,PZ,PZ_1010,EXIT
18472780,ms,PackStation,PZ_1010_7624,PZ,PZ_1010,ENTER
18472930,ms,PackStation,PZ_1010_7625,PZ,PZ_1010,ENTER
18473080,ms,PackStation,PZ_1010_7626,PZ,PZ_1010,ENTER
18473280,ms,PackStation,PZ_1010_7627,PZ,PZ_1010,ENTER
18473820,ms,PizzaSource,PZ_1010_7670,PZ,PZ_1010,EXIT
18473820,ms,PizzaSource,PZ_1010_7671,PZ,PZ_1010,ENTER
18473920,ms,Freezer,PZ_1010_7666,PZ,PZ_1010,ENTER
18474310,ms,Oven,PZ_1010_7667,PZ,PZ_1010,EXIT
18474340,ms,Oven,PZ_1010_7668,PZ,PZ_1010,ENTER
18476290,ms,PizzaSource,PZ_1010_7671,PZ,PZ_1010,EXIT
18476290,ms,PizzaSource,PZ_1010_7673,PZ,PZ_1010,ENTER
18476400,ms,Freezer,PZ_1010_7667,PZ,PZ_1010,ENTER
18476760,ms,Oven,PZ_1010_7668,PZ,PZ_1010,EXIT
18476820,ms,Oven,PZ_1010_7670,PZ,PZ_1010,ENTER
18477020,ms,BoxStation,BOX_1010_000535,BOX,BOX_1010,EXIT_AP
18477840,ms,BoxStation,PACK_1010_001643,PACK,PACK_1010,ENTER
18478780,ms,PizzaSource,PZ_1010_7673,PZ,PZ_1010,EXIT
18478780,ms,PizzaSource,PZ_1010_7675,PZ,PZ_1010,ENTER
18478850,ms,Freezer,PZ_1010_7668,PZ,PZ_1010,ENTER
18479230,ms,Oven,PZ_1010_7670,PZ,PZ_1010,EXIT
18479290,ms,Oven,PZ_1010_7671,PZ,PZ_1010,ENTER
18479540,ms,PackStation,PACK_1010_001644,PACK,PACK_1010,EXIT_AP
18479710,ms,Freezer,PZ_1010_7642,PZ,PZ_1010,EXIT
18479860,ms,Freezer,PZ_1010_7643,PZ,PZ_1010,EXIT
18480010,ms,Freezer,PZ_1010_7644,PZ,PZ_1010,EXIT
18480040,ms,PalletStation,BOX_1010_000535,BOX,BOX_1010,ENTER
18480150,ms,Freezer,PZ_1010_7645,PZ,PZ_1010,EXIT
18480280,ms,PackStation,PZ_1010_7628,PZ,PZ_1010,ENTER
18480430,ms,PackStation,PZ_1010_7629,PZ,PZ_1010,ENTER
18480580,ms,PackStation,PZ_1010_7630,PZ,PZ_1010,ENTER
18480780,ms,PackStation,PZ_1010_7631,PZ,PZ_1010,ENTER
18481280,ms,PizzaSource,PZ_1010_7675,PZ,PZ_1010,EXIT
18481280,ms,PizzaSource,PZ_1010_7676,PZ,PZ_1010,ENTER
18481320,ms,Freezer,PZ_1010_7670,PZ,PZ_1010,ENTER
18481710,ms,Oven,PZ_1010_7671,PZ,PZ_1010,EXIT
18481780,ms,Oven,PZ_1010_7673,PZ,PZ_1010,ENTER
18483790,ms,PizzaSource,PZ_1010_7676,PZ,PZ_1010,EXIT
18483790,ms,PizzaSource,PZ_1010_7678,PZ,PZ_1010,ENTER
18483790,ms,Freezer,PZ_1010_7671,PZ,PZ_1010,ENTER
18483860,ms,BoxStation,PACK_1010_001644,PACK,PACK_1010,ENTER
18484190,ms,Oven,PZ_1010_7673,PZ,PZ_1010,EXIT
18484280,ms,Oven,PZ_1010_7675,PZ,PZ_1010,ENTER
18486270,ms,PizzaSource,PZ_1010_7678,PZ,PZ_1010,EXIT
18486270,ms,PizzaSource,PZ_1010_7679,PZ,PZ_1010,ENTER
18486280,ms,Freezer,PZ_1010_7673,PZ,PZ_1010,ENTER
18486500,ms,PackStation,PACK_1010_001645,PACK,PACK_1010,EXIT_AP
18486670,ms,Freezer,PZ_1010_7646,PZ,PZ_1010,EXIT
18486690,ms,Oven,PZ_1010_7675,PZ,PZ_1010,EXIT
18486790,ms,Oven,PZ_1010_7676,PZ,PZ_1010,ENTER
18486820,ms,Freezer,PZ_1010_7647,PZ,PZ_1010,EXIT
18486960,ms,Freezer,PZ_1010_7649,PZ,PZ_1010,EXIT
18487110,ms,Freezer,PZ_1010_7650,PZ,PZ_1010,EXIT
18487240,ms,PackStation,PZ_1010_7632,PZ,PZ_1010,ENTER
18487390,ms,PackStation,PZ_1010_7633,PZ,PZ_1010,ENTER
18487540,ms,PackStation,PZ_1010_7634,PZ,PZ_1010,ENTER
18487740,ms,PackStation,PZ_1010_7635,PZ,PZ_1010,ENTER
18488780,ms,Freezer,PZ_1010_7675,PZ,PZ_1010,ENTER
18488830,ms,PizzaSource,PZ_1010_7679,PZ,PZ_1010,EXIT
18488830,ms,PizzaSource,PZ_1010_7680,PZ,PZ_1010,ENTER
18489210,ms,Oven,PZ_1010_7676,PZ,PZ_1010,EXIT
18489260,ms,Oven,PZ_1010_7678,PZ,PZ_1010,ENTER
18490820,ms,BoxStation,PACK_1010_001645,PACK,PACK_1010,ENTER
18491290,ms,Freezer,PZ_1010_7676,PZ,PZ_1010,ENTER
18491310,ms,PizzaSource,PZ_1010_7680,PZ,PZ_1010,EXIT
18491310,ms,PizzaSource,PZ_1010_7682,PZ,PZ_1010,ENTER
18491680,ms,Oven,PZ_1010_7678,PZ,PZ_1010,EXIT
18491820,ms,Oven,PZ_1010_7679,PZ,PZ_1010,ENTER
18493340,ms,PackStation,PACK_1010_001646,PACK,PACK_1010,EXIT_AP
18493490,ms,Freezer,PZ_1010_7651,PZ,PZ_1010,EXIT
18493650,ms,Freezer,PZ_1010_7652,PZ,PZ_1010,EXIT
18493770,ms,Freezer,PZ_1010_7678,PZ,PZ_1010,ENTER
18493790,ms,Freezer,PZ_1010_7654,PZ,PZ_1010,EXIT
18493850,ms,PizzaSource,PZ_1010_7682,PZ,PZ_1010,EXIT
18493850,ms,PizzaSource,PZ_1010_7683,PZ,PZ_1010,ENTER
18493940,ms,Freezer,PZ_1010_7655,PZ,PZ_1010,EXIT
18494070,ms,PackStation,PZ_1010_7636,PZ,PZ_1010,ENTER
18494220,ms,PackStation,PZ_1010_7637,PZ,PZ_1010,ENTER
18494240,ms,Oven,PZ_1010_7679,PZ,PZ_1010,EXIT
18494310,ms,Oven,PZ_1010_7680,PZ,PZ_1010,ENTER
18494370,ms,PackStation,PZ_1010_7638,PZ,PZ_1010,ENTER
18494570,ms,PackStation,PZ_1010_7639,PZ,PZ_1010,ENTER
18496330,ms,Freezer,PZ_1010_7679,PZ,PZ_1010,ENTER
18496380,ms,PizzaSource,PZ_1010_7683,PZ,PZ_1010,EXIT
18496380,ms,PizzaSource,PZ_1010_7685,PZ,PZ_1010,ENTER
18496720,ms,Oven,PZ_1010_7680,PZ,PZ_1010,EXIT
18496840,ms,Oven,PZ_1010_7682,PZ,PZ_1010,ENTER
18498440,ms,BoxStation,BOX_1010_000536,BOX,BOX_1010,EXIT_AP
18498810,ms,Freezer,PZ_1010_7680,PZ,PZ_1010,ENTER
18498890,ms,PizzaSource,PZ_1010_7685,PZ,PZ_1010,EXIT
18498890,ms,PizzaSource,PZ_1010_7687,PZ,PZ_1010,ENTER
18499260,ms,Oven,PZ_1010_7682,PZ,PZ_1010,EXIT
18499270,ms,BoxStation,PACK_1010_001646,PACK,PACK_1010,ENTER
18499370,ms,Oven,PZ_1010_7683,PZ,PZ_1010,ENTER
18499980,ms,PackStation,PACK_1010_001647,PACK,PACK_1010,EXIT_AP
18500150,ms,Freezer,PZ_1010_7657,PZ,PZ_1010,EXIT
18500300,ms,Freezer,PZ_1010_7658,PZ,PZ_1010,EXIT
18500450,ms,Freezer,PZ_1010_7659,PZ,PZ_1010,EXIT
18500600,ms,Freezer,PZ_1010_7662,PZ,PZ_1010,EXIT
18500720,ms,PackStation,PZ_1010_7640,PZ,PZ_1010,ENTER
18500870,ms,PackStation,PZ_1010_7641,PZ,PZ_1010,ENTER
18501020,ms,PackStation,PZ_1010_7642,PZ,PZ_1010,ENTER
18501220,ms,PackStation,PZ_1010_7643,PZ,PZ_1010,ENTER
18501350,ms,Freezer,PZ_1010_7682,PZ,PZ_1010,ENTER
18501390,ms,PizzaSource,PZ_1010_7687,PZ,PZ_1010,EXIT
18501390,ms,PizzaSource,PZ_1010_7688,PZ,PZ_1010,ENTER
18501470,ms,PalletStation,BOX_1010_000536,BOX,BOX_1010,ENTER
18501790,ms,Oven,PZ_1010_7683,PZ,PZ_1010,EXIT
18501880,ms,Oven,PZ_1010_7685,PZ,PZ_1010,ENTER
18503880,ms,Freezer,PZ_1010_7683,PZ,PZ_1010,ENTER
18503900,ms,PizzaSource,PZ_1010_7688,PZ,PZ_1010,EXIT
18503900,ms,PizzaSource,PZ_1010_7689,PZ,PZ_1010,ENTER
18504300,ms,Oven,PZ_1010_7685,PZ,PZ_1010,EXIT
18504300,ms,BoxStation,PACK_1010_001647,PACK,PACK_1010,ENTER
18504380,ms,Oven,PZ_1010_7687,PZ,PZ_1010,ENTER
18506390,ms,Freezer,PZ_1010_7685,PZ,PZ_1010,ENTER
18506430,ms,PizzaSource,PZ_1010_7689,PZ,PZ_1010,EXIT
18506430,ms,PizzaSource,PZ_1010_7691,PZ,PZ_1010,ENTER
18506800,ms,Oven,PZ_1010_7687,PZ,PZ_1010,EXIT
18506900,ms,Oven,PZ_1010_7688,PZ,PZ_1010,ENTER
18507100,ms,PackStation,PACK_1010_001648,PACK,PACK_1010,EXIT_AP
18507270,ms,Freezer,PZ_1010_7663,PZ,PZ_1010,EXIT
18507410,ms,Freezer,PZ_1010_7664,PZ,PZ_1010,EXIT
18507560,ms,Freezer,PZ_1010_7666,PZ,PZ_1010,EXIT
18507720,ms,Freezer,PZ_1010_7667,PZ,PZ_1010,EXIT
18507840,ms,PackStation,PZ_1010_7644,PZ,PZ_1010,ENTER
18507990,ms,PackStation,PZ_1010_7645,PZ,PZ_1010,ENTER
18508140,ms,PackStation,PZ_1010_7646,PZ,PZ_1010,ENTER
18508340,ms,PackStation,PZ_1010_7647,PZ,PZ_1010,ENTER
18508890,ms,Freezer,PZ_1010_7687,PZ,PZ_1010,ENTER
18508910,ms,PizzaSource,PZ_1010_7691,PZ,PZ_1010,EXIT
18508910,ms,PizzaSource,PZ_1010_7692,PZ,PZ_1010,ENTER
18509320,ms,Oven,PZ_1010_7688,PZ,PZ_1010,EXIT
18509430,ms,Oven,PZ_1010_7689,PZ,PZ_1010,ENTER
18511390,ms,PizzaSource,PZ_1010_7692,PZ,PZ_1010,EXIT
18511390,ms,PizzaSource,PZ_1010_7694,PZ,PZ_1010,ENTER
18511400,ms,Freezer,PZ_1010_7688,PZ,PZ_1010,ENTER
18511420,ms,BoxStation,PACK_1010_001648,PACK,PACK_1010,ENTER
18511840,ms,Oven,PZ_1010_7689,PZ,PZ_1010,EXIT
18511910,ms,Oven,PZ_1010_7691,PZ,PZ_1010,ENTER
18513880,ms,PackStation,PACK_1010_001649,PACK,PACK_1010,EXIT_AP
18513930,ms,Freezer,PZ_1010_7689,PZ,PZ_1010,ENTER
18513950,ms,PizzaSource,PZ_1010_7694,PZ,PZ_1010,EXIT
18513950,ms,PizzaSource,PZ_1010_7695,PZ,PZ_1010,ENTER
18514040,ms,Freezer,PZ_1010_7668,PZ,PZ_1010,EXIT
18514200,ms,Freezer,PZ_1010_7670,PZ,PZ_1010,EXIT
18514320,ms,Oven,PZ_1010_7691,PZ,PZ_1010,EXIT
18514340,ms,Freezer,PZ_1010_7671,PZ,PZ_1010,EXIT
18514380,ms,Oven,PZ_1010_7692,PZ,PZ_1010,ENTER
18514490,ms,Freezer,PZ_1010_7673,PZ,PZ_1010,EXIT
18514620,ms,PackStation,PZ_1010_7649,PZ,PZ_1010,ENTER
18514770,ms,PackStation,PZ_1010_7650,PZ,PZ_1010,ENTER
18514920,ms,PackStation,PZ_1010_7651,PZ,PZ_1010,ENTER
18515120,ms,PackStation,PZ_1010_7652,PZ,PZ_1010,ENTER
